from		to				AI-2
Sedimentibacter	;	Oceanobacillus	Sedimentibacter;Oceanobacillus			Sedimentibacter;Oceanobacillus
Sedimentibacter	;	Thalassospira	Sedimentibacter;Thalassospira			Sedimentibacter;Thalassospira
Sedimentibacter	;	Telmatospirillum	Sedimentibacter;Telmatospirillum			Sedimentibacter;Telmatospirillum
Sedimentibacter	;	Succinivibrio	Sedimentibacter;Succinivibrio			Sedimentibacter;Succinivibrio
Sedimentibacter	;	Selenomonas	Sedimentibacter;Selenomonas			Sedimentibacter;Selenomonas
Sedimentibacter	;	Robinsoniella	Sedimentibacter;Robinsoniella			Sedimentibacter;Robinsoniella
Sedimentibacter	;	Pseudobutyrivibrio	Sedimentibacter;Pseudobutyrivibrio			Sedimentibacter;Pseudobutyrivibrio
Sedimentibacter	;	Planctomyces	Sedimentibacter;Planctomyces			Sedimentibacter;Planctomyces
Sedimentibacter	;	Pasteurella	Sedimentibacter;Pasteurella			Sedimentibacter;Pasteurella
Sedimentibacter	;	Oceanisphaera	Sedimentibacter;Oceanisphaera			Sedimentibacter;Oceanisphaera
Sedimentibacter	;	Morganella	Sedimentibacter;Morganella			Sedimentibacter;Morganella
Sedimentibacter	;	Mesotoga	Sedimentibacter;Mesotoga			Sedimentibacter;Mesotoga
Sedimentibacter	;	Leptolinea	Sedimentibacter;Leptolinea			Sedimentibacter;Leptolinea
Sedimentibacter	;	Haemophilus	Sedimentibacter;Haemophilus			Sedimentibacter;Haemophilus
Sedimentibacter	;	Geosporobacter	Sedimentibacter;Geosporobacter			Sedimentibacter;Geosporobacter
Sedimentibacter	;	Fretibacterium	Sedimentibacter;Fretibacterium			Sedimentibacter;Fretibacterium
Sedimentibacter	;	Fervidobacterium	Sedimentibacter;Fervidobacterium			Sedimentibacter;Fervidobacterium
Sedimentibacter	;	Dorea	Sedimentibacter;Dorea			Sedimentibacter;Dorea
Sedimentibacter	;	Dictyoglomus	Sedimentibacter;Dictyoglomus			Sedimentibacter;Dictyoglomus
Sedimentibacter	;	Candidatus Latescibacter	Sedimentibacter;Candidatus Latescibacter			Sedimentibacter;Candidatus Latescibacter
Sedimentibacter	;	Blastopirellula	Sedimentibacter;Blastopirellula			Sedimentibacter;Blastopirellula
Sedimentibacter	;	Aggregatibacter	Sedimentibacter;Aggregatibacter			Sedimentibacter;Aggregatibacter
Paenibacillus	;	Nitrospira	Paenibacillus;Nitrospira			Paenibacillus;Nitrospira
Paenibacillus	;	Rhodobacter	Paenibacillus;Rhodobacter			Paenibacillus;Rhodobacter
Paenibacillus	;	Opitutus	Paenibacillus;Opitutus			Paenibacillus;Opitutus
Paenibacillus	;	Roseomonas	Paenibacillus;Roseomonas			Paenibacillus;Roseomonas
Paenibacillus	;	Rhizobium	Paenibacillus;Rhizobium			Paenibacillus;Rhizobium
Paenibacillus	;	Rhizobacter	Paenibacillus;Rhizobacter			Paenibacillus;Rhizobacter
Paenibacillus	;	Gemmobacter	Paenibacillus;Gemmobacter			Paenibacillus;Gemmobacter
Paenibacillus	;	Nitratireductor	Paenibacillus;Nitratireductor			Paenibacillus;Nitratireductor
Paenibacillus	;	Nakamurella	Paenibacillus;Nakamurella			Paenibacillus;Nakamurella
Paenibacillus	;	Ensifer	Paenibacillus;Ensifer			Paenibacillus;Ensifer
Paenibacillus	;	Delftia	Paenibacillus;Delftia			Paenibacillus;Delftia
Paenibacillus	;	Ruminiclostridium	Paenibacillus;Ruminiclostridium			Paenibacillus;Ruminiclostridium
Paenibacillus	;	Brevibacillus	Paenibacillus;Brevibacillus			Paenibacillus;Brevibacillus
Paenibacillus	;	Leucobacter	Paenibacillus;Leucobacter			Paenibacillus;Leucobacter
Paenibacillus	;	Microbacter	Paenibacillus;Microbacter			Paenibacillus;Microbacter
Paenibacillus	;	Rhodopirellula	Paenibacillus;Rhodopirellula			Paenibacillus;Rhodopirellula
Paenibacillus	;	Veillonella	Paenibacillus;Veillonella			Paenibacillus;Veillonella
Paenibacillus	;	Leptospira	Paenibacillus;Leptospira			Paenibacillus;Leptospira
Paenibacillus	;	Mesorhizobium	Paenibacillus;Mesorhizobium			Paenibacillus;Mesorhizobium
Paenibacillus	;	Ochrobactrum	Paenibacillus;Ochrobactrum			Paenibacillus;Ochrobactrum
Paenibacillus	;	Pedosphaera	Paenibacillus;Pedosphaera			Paenibacillus;Pedosphaera
Paenibacillus	;	Georgenia	Paenibacillus;Georgenia			Paenibacillus;Georgenia
Paenibacillus	;	Rubrobacter	Paenibacillus;Rubrobacter			Paenibacillus;Rubrobacter
Paenibacillus	;	Methylobacter	Paenibacillus;Methylobacter			Paenibacillus;Methylobacter
Paenibacillus	;	Microbacterium	Paenibacillus;Microbacterium			Paenibacillus;Microbacterium
Paenibacillus	;	Candidatus Caldatribacterium	Paenibacillus;Candidatus Caldatribacterium			Paenibacillus;Candidatus Caldatribacterium
Paenibacillus	;	Kaistia	Paenibacillus;Kaistia			Paenibacillus;Kaistia
Paenibacillus	;	Cohaesibacter	Paenibacillus;Cohaesibacter			Paenibacillus;Cohaesibacter
Paenibacillus	;	Pseudonocardia	Paenibacillus;Pseudonocardia			Paenibacillus;Pseudonocardia
Paenibacillus	;	Oxalobacter	Paenibacillus;Oxalobacter			Paenibacillus;Oxalobacter
Paenibacillus	;	Thioclava	Paenibacillus;Thioclava			Paenibacillus;Thioclava
Paenibacillus	;	Atopobium	Paenibacillus;Atopobium			Paenibacillus;Atopobium
Paenibacillus	;	Oscillibacter	Paenibacillus;Oscillibacter			Paenibacillus;Oscillibacter
Paenibacillus	;	Tessaracoccus	Paenibacillus;Tessaracoccus			Paenibacillus;Tessaracoccus
Paenibacillus	;	Providencia	Paenibacillus;Providencia			Paenibacillus;Providencia
Paenibacillus	;	Olsenella	Paenibacillus;Olsenella			Paenibacillus;Olsenella
Paenibacillus	;	Sphaerochaeta	Paenibacillus;Sphaerochaeta			Paenibacillus;Sphaerochaeta
Paenibacillus	;	Acidiphilium	Paenibacillus;Acidiphilium			Paenibacillus;Acidiphilium
Paenibacillus	;	Starkeya	Paenibacillus;Starkeya			Paenibacillus;Starkeya
Paenibacillus	;	Phyllobacterium	Paenibacillus;Phyllobacterium			Paenibacillus;Phyllobacterium
Paenibacillus	;	Hungatella	Paenibacillus;Hungatella			Paenibacillus;Hungatella
Paenibacillus	;	Leifsonia	Paenibacillus;Leifsonia			Paenibacillus;Leifsonia
Paenibacillus	;	Micromonospora	Paenibacillus;Micromonospora			Paenibacillus;Micromonospora
Paenibacillus	;	Truepera	Paenibacillus;Truepera			Paenibacillus;Truepera
Paenibacillus	;	Aureimonas	Paenibacillus;Aureimonas			Paenibacillus;Aureimonas
Paenibacillus	;	Gluconacetobacter	Paenibacillus;Gluconacetobacter			Paenibacillus;Gluconacetobacter
Paenibacillus	;	Tabrizicola	Paenibacillus;Tabrizicola			Paenibacillus;Tabrizicola
Paenibacillus	;	Kiloniella	Paenibacillus;Kiloniella			Paenibacillus;Kiloniella
Paenibacillus	;	Caldilinea	Paenibacillus;Caldilinea			Paenibacillus;Caldilinea
Paenibacillus	;	Euzebya	Paenibacillus;Euzebya			Paenibacillus;Euzebya
Paenibacillus	;	Brachybacterium	Paenibacillus;Brachybacterium			Paenibacillus;Brachybacterium
Paenibacillus	;	Pelomonas	Paenibacillus;Pelomonas			Paenibacillus;Pelomonas
Paenibacillus	;	Nonomuraea	Paenibacillus;Nonomuraea			Paenibacillus;Nonomuraea
Paenibacillus	;	Sulfobacillus	Paenibacillus;Sulfobacillus			Paenibacillus;Sulfobacillus
Paenibacillus	;	Virgibacillus	Paenibacillus;Virgibacillus			Paenibacillus;Virgibacillus
Paenibacillus	;	Amycolatopsis	Paenibacillus;Amycolatopsis			Paenibacillus;Amycolatopsis
Paenibacillus	;	Ktedonobacter	Paenibacillus;Ktedonobacter			Paenibacillus;Ktedonobacter
Paenibacillus	;	Grimontia	Paenibacillus;Grimontia			Paenibacillus;Grimontia
Paenibacillus	;	Labrenzia	Paenibacillus;Labrenzia			Paenibacillus;Labrenzia
Paenibacillus	;	Verminephrobacter	Paenibacillus;Verminephrobacter			Paenibacillus;Verminephrobacter
Paenibacillus	;	Paucibacter	Paenibacillus;Paucibacter			Paenibacillus;Paucibacter
Paenibacillus	;	Actinomadura	Paenibacillus;Actinomadura			Paenibacillus;Actinomadura
Paenibacillus	;	Butyrivibrio	Paenibacillus;Butyrivibrio			Paenibacillus;Butyrivibrio
Paenibacillus	;	Phycisphaera	Paenibacillus;Phycisphaera			Paenibacillus;Phycisphaera
Paenibacillus	;	Sporichthya	Paenibacillus;Sporichthya			Paenibacillus;Sporichthya
Paenibacillus	;	Pandoraea	Paenibacillus;Pandoraea			Paenibacillus;Pandoraea
Paenibacillus	;	Photorhabdus	Paenibacillus;Photorhabdus			Paenibacillus;Photorhabdus
Paenibacillus	;	Aeribacillus	Paenibacillus;Aeribacillus			Paenibacillus;Aeribacillus
Paenibacillus	;	Tepidanaerobacter	Paenibacillus;Tepidanaerobacter			Paenibacillus;Tepidanaerobacter
Paenibacillus	;	Oceanobacillus	Paenibacillus;Oceanobacillus			Paenibacillus;Oceanobacillus
Paenibacillus	;	Thalassospira	Paenibacillus;Thalassospira			Paenibacillus;Thalassospira
Paenibacillus	;	Telmatospirillum	Paenibacillus;Telmatospirillum			Paenibacillus;Telmatospirillum
Paenibacillus	;	Selenomonas	Paenibacillus;Selenomonas			Paenibacillus;Selenomonas
Paenibacillus	;	Robinsoniella	Paenibacillus;Robinsoniella			Paenibacillus;Robinsoniella
Paenibacillus	;	Pseudobutyrivibrio	Paenibacillus;Pseudobutyrivibrio			Paenibacillus;Pseudobutyrivibrio
Paenibacillus	;	Planctomyces	Paenibacillus;Planctomyces			Paenibacillus;Planctomyces
Paenibacillus	;	Pasteurella	Paenibacillus;Pasteurella			Paenibacillus;Pasteurella
Paenibacillus	;	Oceanisphaera	Paenibacillus;Oceanisphaera			Paenibacillus;Oceanisphaera
Paenibacillus	;	Morganella	Paenibacillus;Morganella			Paenibacillus;Morganella
Paenibacillus	;	Mesotoga	Paenibacillus;Mesotoga			Paenibacillus;Mesotoga
Paenibacillus	;	Leptolinea	Paenibacillus;Leptolinea			Paenibacillus;Leptolinea
Paenibacillus	;	Haemophilus	Paenibacillus;Haemophilus			Paenibacillus;Haemophilus
Paenibacillus	;	Geosporobacter	Paenibacillus;Geosporobacter			Paenibacillus;Geosporobacter
Paenibacillus	;	Fretibacterium	Paenibacillus;Fretibacterium			Paenibacillus;Fretibacterium
Paenibacillus	;	Fervidobacterium	Paenibacillus;Fervidobacterium			Paenibacillus;Fervidobacterium
Paenibacillus	;	Dictyoglomus	Paenibacillus;Dictyoglomus			Paenibacillus;Dictyoglomus
Paenibacillus	;	Candidatus Latescibacter	Paenibacillus;Candidatus Latescibacter			Paenibacillus;Candidatus Latescibacter
Paenibacillus	;	Blastopirellula	Paenibacillus;Blastopirellula			Paenibacillus;Blastopirellula
Paenibacillus	;	Aggregatibacter	Paenibacillus;Aggregatibacter			Paenibacillus;Aggregatibacter
Pseudobutyrivibrio	;	Nitrospira	Pseudobutyrivibrio;Nitrospira			Pseudobutyrivibrio;Nitrospira
Pseudobutyrivibrio	;	Rhodobacter	Pseudobutyrivibrio;Rhodobacter			Pseudobutyrivibrio;Rhodobacter
Pseudobutyrivibrio	;	Opitutus	Pseudobutyrivibrio;Opitutus			Pseudobutyrivibrio;Opitutus
Pseudobutyrivibrio	;	Roseomonas	Pseudobutyrivibrio;Roseomonas			Pseudobutyrivibrio;Roseomonas
Pseudobutyrivibrio	;	Rhizobium	Pseudobutyrivibrio;Rhizobium			Pseudobutyrivibrio;Rhizobium
Pseudobutyrivibrio	;	Rhizobacter	Pseudobutyrivibrio;Rhizobacter			Pseudobutyrivibrio;Rhizobacter
Pseudobutyrivibrio	;	Gemmobacter	Pseudobutyrivibrio;Gemmobacter			Pseudobutyrivibrio;Gemmobacter
Pseudobutyrivibrio	;	Nitratireductor	Pseudobutyrivibrio;Nitratireductor			Pseudobutyrivibrio;Nitratireductor
Pseudobutyrivibrio	;	Nakamurella	Pseudobutyrivibrio;Nakamurella			Pseudobutyrivibrio;Nakamurella
Pseudobutyrivibrio	;	Ensifer	Pseudobutyrivibrio;Ensifer			Pseudobutyrivibrio;Ensifer
Pseudobutyrivibrio	;	Delftia	Pseudobutyrivibrio;Delftia			Pseudobutyrivibrio;Delftia
Pseudobutyrivibrio	;	Ruminiclostridium	Pseudobutyrivibrio;Ruminiclostridium			Pseudobutyrivibrio;Ruminiclostridium
Pseudobutyrivibrio	;	Brevibacillus	Pseudobutyrivibrio;Brevibacillus			Pseudobutyrivibrio;Brevibacillus
Pseudobutyrivibrio	;	Leucobacter	Pseudobutyrivibrio;Leucobacter			Pseudobutyrivibrio;Leucobacter
Pseudobutyrivibrio	;	Microbacter	Pseudobutyrivibrio;Microbacter			Pseudobutyrivibrio;Microbacter
Pseudobutyrivibrio	;	Rhodopirellula	Pseudobutyrivibrio;Rhodopirellula			Pseudobutyrivibrio;Rhodopirellula
Pseudobutyrivibrio	;	Veillonella	Pseudobutyrivibrio;Veillonella			Pseudobutyrivibrio;Veillonella
Pseudobutyrivibrio	;	Leptospira	Pseudobutyrivibrio;Leptospira			Pseudobutyrivibrio;Leptospira
Pseudobutyrivibrio	;	Mesorhizobium	Pseudobutyrivibrio;Mesorhizobium			Pseudobutyrivibrio;Mesorhizobium
Pseudobutyrivibrio	;	Ochrobactrum	Pseudobutyrivibrio;Ochrobactrum			Pseudobutyrivibrio;Ochrobactrum
Pseudobutyrivibrio	;	Pedosphaera	Pseudobutyrivibrio;Pedosphaera			Pseudobutyrivibrio;Pedosphaera
Pseudobutyrivibrio	;	Georgenia	Pseudobutyrivibrio;Georgenia			Pseudobutyrivibrio;Georgenia
Pseudobutyrivibrio	;	Rubrobacter	Pseudobutyrivibrio;Rubrobacter			Pseudobutyrivibrio;Rubrobacter
Pseudobutyrivibrio	;	Methylobacter	Pseudobutyrivibrio;Methylobacter			Pseudobutyrivibrio;Methylobacter
Pseudobutyrivibrio	;	Microbacterium	Pseudobutyrivibrio;Microbacterium			Pseudobutyrivibrio;Microbacterium
Pseudobutyrivibrio	;	Candidatus Caldatribacterium	Pseudobutyrivibrio;Candidatus Caldatribacterium			Pseudobutyrivibrio;Candidatus Caldatribacterium
Pseudobutyrivibrio	;	Kaistia	Pseudobutyrivibrio;Kaistia			Pseudobutyrivibrio;Kaistia
Pseudobutyrivibrio	;	Cohaesibacter	Pseudobutyrivibrio;Cohaesibacter			Pseudobutyrivibrio;Cohaesibacter
Pseudobutyrivibrio	;	Pseudonocardia	Pseudobutyrivibrio;Pseudonocardia			Pseudobutyrivibrio;Pseudonocardia
Pseudobutyrivibrio	;	Oxalobacter	Pseudobutyrivibrio;Oxalobacter			Pseudobutyrivibrio;Oxalobacter
Pseudobutyrivibrio	;	Thioclava	Pseudobutyrivibrio;Thioclava			Pseudobutyrivibrio;Thioclava
Pseudobutyrivibrio	;	Atopobium	Pseudobutyrivibrio;Atopobium			Pseudobutyrivibrio;Atopobium
Pseudobutyrivibrio	;	Oscillibacter	Pseudobutyrivibrio;Oscillibacter			Pseudobutyrivibrio;Oscillibacter
Pseudobutyrivibrio	;	Tessaracoccus	Pseudobutyrivibrio;Tessaracoccus			Pseudobutyrivibrio;Tessaracoccus
Pseudobutyrivibrio	;	Providencia	Pseudobutyrivibrio;Providencia			Pseudobutyrivibrio;Providencia
Pseudobutyrivibrio	;	Olsenella	Pseudobutyrivibrio;Olsenella			Pseudobutyrivibrio;Olsenella
Pseudobutyrivibrio	;	Sphaerochaeta	Pseudobutyrivibrio;Sphaerochaeta			Pseudobutyrivibrio;Sphaerochaeta
Pseudobutyrivibrio	;	Acidiphilium	Pseudobutyrivibrio;Acidiphilium			Pseudobutyrivibrio;Acidiphilium
Pseudobutyrivibrio	;	Starkeya	Pseudobutyrivibrio;Starkeya			Pseudobutyrivibrio;Starkeya
Pseudobutyrivibrio	;	Phyllobacterium	Pseudobutyrivibrio;Phyllobacterium			Pseudobutyrivibrio;Phyllobacterium
Pseudobutyrivibrio	;	Hungatella	Pseudobutyrivibrio;Hungatella			Pseudobutyrivibrio;Hungatella
Pseudobutyrivibrio	;	Leifsonia	Pseudobutyrivibrio;Leifsonia			Pseudobutyrivibrio;Leifsonia
Pseudobutyrivibrio	;	Micromonospora	Pseudobutyrivibrio;Micromonospora			Pseudobutyrivibrio;Micromonospora
Pseudobutyrivibrio	;	Truepera	Pseudobutyrivibrio;Truepera			Pseudobutyrivibrio;Truepera
Pseudobutyrivibrio	;	Aureimonas	Pseudobutyrivibrio;Aureimonas			Pseudobutyrivibrio;Aureimonas
Pseudobutyrivibrio	;	Gluconacetobacter	Pseudobutyrivibrio;Gluconacetobacter			Pseudobutyrivibrio;Gluconacetobacter
Pseudobutyrivibrio	;	Tabrizicola	Pseudobutyrivibrio;Tabrizicola			Pseudobutyrivibrio;Tabrizicola
Pseudobutyrivibrio	;	Kiloniella	Pseudobutyrivibrio;Kiloniella			Pseudobutyrivibrio;Kiloniella
Pseudobutyrivibrio	;	Caldilinea	Pseudobutyrivibrio;Caldilinea			Pseudobutyrivibrio;Caldilinea
Pseudobutyrivibrio	;	Euzebya	Pseudobutyrivibrio;Euzebya			Pseudobutyrivibrio;Euzebya
Pseudobutyrivibrio	;	Brachybacterium	Pseudobutyrivibrio;Brachybacterium			Pseudobutyrivibrio;Brachybacterium
Pseudobutyrivibrio	;	Pelomonas	Pseudobutyrivibrio;Pelomonas			Pseudobutyrivibrio;Pelomonas
Pseudobutyrivibrio	;	Nonomuraea	Pseudobutyrivibrio;Nonomuraea			Pseudobutyrivibrio;Nonomuraea
Pseudobutyrivibrio	;	Sulfobacillus	Pseudobutyrivibrio;Sulfobacillus			Pseudobutyrivibrio;Sulfobacillus
Pseudobutyrivibrio	;	Virgibacillus	Pseudobutyrivibrio;Virgibacillus			Pseudobutyrivibrio;Virgibacillus
Pseudobutyrivibrio	;	Amycolatopsis	Pseudobutyrivibrio;Amycolatopsis			Pseudobutyrivibrio;Amycolatopsis
Pseudobutyrivibrio	;	Ktedonobacter	Pseudobutyrivibrio;Ktedonobacter			Pseudobutyrivibrio;Ktedonobacter
Pseudobutyrivibrio	;	Grimontia	Pseudobutyrivibrio;Grimontia			Pseudobutyrivibrio;Grimontia
Pseudobutyrivibrio	;	Labrenzia	Pseudobutyrivibrio;Labrenzia			Pseudobutyrivibrio;Labrenzia
Pseudobutyrivibrio	;	Verminephrobacter	Pseudobutyrivibrio;Verminephrobacter			Pseudobutyrivibrio;Verminephrobacter
Pseudobutyrivibrio	;	Paucibacter	Pseudobutyrivibrio;Paucibacter			Pseudobutyrivibrio;Paucibacter
Pseudobutyrivibrio	;	Actinomadura	Pseudobutyrivibrio;Actinomadura			Pseudobutyrivibrio;Actinomadura
Pseudobutyrivibrio	;	Butyrivibrio	Pseudobutyrivibrio;Butyrivibrio			Pseudobutyrivibrio;Butyrivibrio
Pseudobutyrivibrio	;	Phycisphaera	Pseudobutyrivibrio;Phycisphaera			Pseudobutyrivibrio;Phycisphaera
Pseudobutyrivibrio	;	Sporichthya	Pseudobutyrivibrio;Sporichthya			Pseudobutyrivibrio;Sporichthya
Pseudobutyrivibrio	;	Pandoraea	Pseudobutyrivibrio;Pandoraea			Pseudobutyrivibrio;Pandoraea
Pseudobutyrivibrio	;	Photorhabdus	Pseudobutyrivibrio;Photorhabdus			Pseudobutyrivibrio;Photorhabdus
Pseudobutyrivibrio	;	Aeribacillus	Pseudobutyrivibrio;Aeribacillus			Pseudobutyrivibrio;Aeribacillus
Pseudobutyrivibrio	;	Tepidanaerobacter	Pseudobutyrivibrio;Tepidanaerobacter			Pseudobutyrivibrio;Tepidanaerobacter
Pseudobutyrivibrio	;	Oceanobacillus	Pseudobutyrivibrio;Oceanobacillus			Pseudobutyrivibrio;Oceanobacillus
Pseudobutyrivibrio	;	Thalassospira	Pseudobutyrivibrio;Thalassospira			Pseudobutyrivibrio;Thalassospira
Pseudobutyrivibrio	;	Telmatospirillum	Pseudobutyrivibrio;Telmatospirillum			Pseudobutyrivibrio;Telmatospirillum
Pseudobutyrivibrio	;	Selenomonas	Pseudobutyrivibrio;Selenomonas			Pseudobutyrivibrio;Selenomonas
Pseudobutyrivibrio	;	Robinsoniella	Pseudobutyrivibrio;Robinsoniella			Pseudobutyrivibrio;Robinsoniella
Pseudobutyrivibrio	;	Planctomyces	Pseudobutyrivibrio;Planctomyces			Pseudobutyrivibrio;Planctomyces
Pseudobutyrivibrio	;	Pasteurella	Pseudobutyrivibrio;Pasteurella			Pseudobutyrivibrio;Pasteurella
Pseudobutyrivibrio	;	Oceanisphaera	Pseudobutyrivibrio;Oceanisphaera			Pseudobutyrivibrio;Oceanisphaera
Pseudobutyrivibrio	;	Morganella	Pseudobutyrivibrio;Morganella			Pseudobutyrivibrio;Morganella
Pseudobutyrivibrio	;	Mesotoga	Pseudobutyrivibrio;Mesotoga			Pseudobutyrivibrio;Mesotoga
Pseudobutyrivibrio	;	Leptolinea	Pseudobutyrivibrio;Leptolinea			Pseudobutyrivibrio;Leptolinea
Pseudobutyrivibrio	;	Haemophilus	Pseudobutyrivibrio;Haemophilus			Pseudobutyrivibrio;Haemophilus
Pseudobutyrivibrio	;	Geosporobacter	Pseudobutyrivibrio;Geosporobacter			Pseudobutyrivibrio;Geosporobacter
Pseudobutyrivibrio	;	Fretibacterium	Pseudobutyrivibrio;Fretibacterium			Pseudobutyrivibrio;Fretibacterium
Pseudobutyrivibrio	;	Fervidobacterium	Pseudobutyrivibrio;Fervidobacterium			Pseudobutyrivibrio;Fervidobacterium
Pseudobutyrivibrio	;	Dictyoglomus	Pseudobutyrivibrio;Dictyoglomus			Pseudobutyrivibrio;Dictyoglomus
Pseudobutyrivibrio	;	Candidatus Latescibacter	Pseudobutyrivibrio;Candidatus Latescibacter			Pseudobutyrivibrio;Candidatus Latescibacter
Pseudobutyrivibrio	;	Blastopirellula	Pseudobutyrivibrio;Blastopirellula			Pseudobutyrivibrio;Blastopirellula
Pseudobutyrivibrio	;	Aggregatibacter	Pseudobutyrivibrio;Aggregatibacter			Pseudobutyrivibrio;Aggregatibacter
Deinococcus	;	Halomonas	Deinococcus;Halomonas			Deinococcus;Halomonas
Deinococcus	;	Acinetobacter	Deinococcus;Acinetobacter			Deinococcus;Acinetobacter
Deinococcus	;	Aeromonas	Deinococcus;Aeromonas			Deinococcus;Aeromonas
Deinococcus	;	Desulfovibrio	Deinococcus;Desulfovibrio			Deinococcus;Desulfovibrio
Deinococcus	;	Nitrospira	Deinococcus;Nitrospira			Deinococcus;Nitrospira
Deinococcus	;	Pseudomonas	Deinococcus;Pseudomonas			Deinococcus;Pseudomonas
Deinococcus	;	Rhodobacter	Deinococcus;Rhodobacter			Deinococcus;Rhodobacter
Deinococcus	;	Opitutus	Deinococcus;Opitutus			Deinococcus;Opitutus
Deinococcus	;	Raoultella	Deinococcus;Raoultella			Deinococcus;Raoultella
Deinococcus	;	Klebsiella	Deinococcus;Klebsiella			Deinococcus;Klebsiella
Deinococcus	;	Enterococcus	Deinococcus;Enterococcus			Deinococcus;Enterococcus
Deinococcus	;	Enterobacter	Deinococcus;Enterobacter			Deinococcus;Enterobacter
Deinococcus	;	Streptococcus	Deinococcus;Streptococcus			Deinococcus;Streptococcus
Deinococcus	;	Roseomonas	Deinococcus;Roseomonas			Deinococcus;Roseomonas
Deinococcus	;	Rhizobium	Deinococcus;Rhizobium			Deinococcus;Rhizobium
Deinococcus	;	Rhizobacter	Deinococcus;Rhizobacter			Deinococcus;Rhizobacter
Deinococcus	;	Mycobacterium	Deinococcus;Mycobacterium			Deinococcus;Mycobacterium
Deinococcus	;	Blautia	Deinococcus;Blautia			Deinococcus;Blautia
Deinococcus	;	Bacillus	Deinococcus;Bacillus			Deinococcus;Bacillus
Deinococcus	;	Gemmobacter	Deinococcus;Gemmobacter			Deinococcus;Gemmobacter
Deinococcus	;	Anaerolinea	Deinococcus;Anaerolinea			Deinococcus;Anaerolinea
Deinococcus	;	Nitratireductor	Deinococcus;Nitratireductor			Deinococcus;Nitratireductor
Deinococcus	;	Staphylococcus	Deinococcus;Staphylococcus			Deinococcus;Staphylococcus
Deinococcus	;	Actinomyces	Deinococcus;Actinomyces			Deinococcus;Actinomyces
Deinococcus	;	Burkholderia	Deinococcus;Burkholderia			Deinococcus;Burkholderia
Deinococcus	;	Nakamurella	Deinococcus;Nakamurella			Deinococcus;Nakamurella
Deinococcus	;	Lachnospira	Deinococcus;Lachnospira			Deinococcus;Lachnospira
Deinococcus	;	Shinella	Deinococcus;Shinella			Deinococcus;Shinella
Deinococcus	;	Arthrobacter	Deinococcus;Arthrobacter			Deinococcus;Arthrobacter
Deinococcus	;	Paenibacillus	Deinococcus;Paenibacillus			Deinococcus;Paenibacillus
Deinococcus	;	Ensifer	Deinococcus;Ensifer			Deinococcus;Ensifer
Deinococcus	;	Delftia	Deinococcus;Delftia			Deinococcus;Delftia
Deinococcus	;	Ruminiclostridium	Deinococcus;Ruminiclostridium			Deinococcus;Ruminiclostridium
Deinococcus	;	Brevibacillus	Deinococcus;Brevibacillus			Deinococcus;Brevibacillus
Deinococcus	;	Desulfobacter	Deinococcus;Desulfobacter			Deinococcus;Desulfobacter
Deinococcus	;	Xanthomonas	Deinococcus;Xanthomonas			Deinococcus;Xanthomonas
Deinococcus	;	Leucobacter	Deinococcus;Leucobacter			Deinococcus;Leucobacter
Deinococcus	;	Microbacter	Deinococcus;Microbacter			Deinococcus;Microbacter
Deinococcus	;	Rhodopirellula	Deinococcus;Rhodopirellula			Deinococcus;Rhodopirellula
Deinococcus	;	Veillonella	Deinococcus;Veillonella			Deinococcus;Veillonella
Deinococcus	;	Leptospira	Deinococcus;Leptospira			Deinococcus;Leptospira
Deinococcus	;	Mesorhizobium	Deinococcus;Mesorhizobium			Deinococcus;Mesorhizobium
Deinococcus	;	Ochrobactrum	Deinococcus;Ochrobactrum			Deinococcus;Ochrobactrum
Deinococcus	;	Pedosphaera	Deinococcus;Pedosphaera			Deinococcus;Pedosphaera
Deinococcus	;	Georgenia	Deinococcus;Georgenia			Deinococcus;Georgenia
Deinococcus	;	Rubrobacter	Deinococcus;Rubrobacter			Deinococcus;Rubrobacter
Deinococcus	;	Methylobacter	Deinococcus;Methylobacter			Deinococcus;Methylobacter
Deinococcus	;	Microbacterium	Deinococcus;Microbacterium			Deinococcus;Microbacterium
Deinococcus	;	Treponema	Deinococcus;Treponema			Deinococcus;Treponema
Deinococcus	;	Streptomyces	Deinococcus;Streptomyces			Deinococcus;Streptomyces
Deinococcus	;	Candidatus Caldatribacterium	Deinococcus;Candidatus Caldatribacterium			Deinococcus;Candidatus Caldatribacterium
Deinococcus	;	Eubacterium	Deinococcus;Eubacterium			Deinococcus;Eubacterium
Deinococcus	;	Acetobacter	Deinococcus;Acetobacter			Deinococcus;Acetobacter
Deinococcus	;	Kaistia	Deinococcus;Kaistia			Deinococcus;Kaistia
Deinococcus	;	Cohaesibacter	Deinococcus;Cohaesibacter			Deinococcus;Cohaesibacter
Deinococcus	;	Pseudonocardia	Deinococcus;Pseudonocardia			Deinococcus;Pseudonocardia
Deinococcus	;	Oxalobacter	Deinococcus;Oxalobacter			Deinococcus;Oxalobacter
Deinococcus	;	Thioclava	Deinococcus;Thioclava			Deinococcus;Thioclava
Deinococcus	;	Atopobium	Deinococcus;Atopobium			Deinococcus;Atopobium
Deinococcus	;	Oscillibacter	Deinococcus;Oscillibacter			Deinococcus;Oscillibacter
Deinococcus	;	Tessaracoccus	Deinococcus;Tessaracoccus			Deinococcus;Tessaracoccus
Deinococcus	;	Providencia	Deinococcus;Providencia			Deinococcus;Providencia
